SciName,Family,Order
Anthracothorax viridis,Trochilidae,Apodiformes
Aphantochroa cirrochloris,Trochilidae,Apodiformes
Archilochus alexandri,Trochilidae,Apodiformes
Archilochus colubris,Trochilidae,Apodiformes
Atthis ellioti,Trochilidae,Apodiformes
Atthis heloisa,Trochilidae,Apodiformes
Augastes lumachella,Trochilidae,Apodiformes
Augastes scutatus,Trochilidae,Apodiformes
Avocettula recurvirostris,Trochilidae,Apodiformes
Boissonneaua flavescens,Trochilidae,Apodiformes
Boissonneaua jardini,Trochilidae,Apodiformes
Boissonneaua matthewsii,Trochilidae,Apodiformes
Calliphlox amethystina,Trochilidae,Apodiformes
Calliphlox bryantae,Trochilidae,Apodiformes
Calliphlox evelynae,Trochilidae,Apodiformes
Calliphlox mitchellii,Trochilidae,Apodiformes
Calothorax lucifer,Trochilidae,Apodiformes
Calothorax pulcher,Trochilidae,Apodiformes
Calypte anna,Trochilidae,Apodiformes
Calypte costae,Trochilidae,Apodiformes
Campylopterus curvipennis,Trochilidae,Apodiformes
Campylopterus duidae,Trochilidae,Apodiformes
Campylopterus ensipennis,Trochilidae,Apodiformes
Campylopterus excellens,Trochilidae,Apodiformes
Campylopterus falcatus,Trochilidae,Apodiformes
Campylopterus hemileucurus,Trochilidae,Apodiformes
Campylopterus hyperythrus,Trochilidae,Apodiformes
Campylopterus largipennis,Trochilidae,Apodiformes
Campylopterus phainopeplus,Trochilidae,Apodiformes
Campylopterus rufus,Trochilidae,Apodiformes
Campylopterus villaviscensio,Trochilidae,Apodiformes
Chaetocercus astreans,Trochilidae,Apodiformes
Chaetocercus berlepschi,Trochilidae,Apodiformes
Chaetocercus bombus,Trochilidae,Apodiformes
Chaetocercus heliodor,Trochilidae,Apodiformes
Chaetocercus jourdanii,Trochilidae,Apodiformes
Chaetocercus mulsant,Trochilidae,Apodiformes
Chalcostigma herrani,Trochilidae,Apodiformes
Chalcostigma heteropogon,Trochilidae,Apodiformes
Chalcostigma olivaceum,Trochilidae,Apodiformes
Chalcostigma ruficeps,Trochilidae,Apodiformes
Chalcostigma stanleyi,Trochilidae,Apodiformes
Chalybura buffonii,Trochilidae,Apodiformes
Chalybura urochrysia,Trochilidae,Apodiformes
Chlorestes notata,Trochilidae,Apodiformes
Chlorostilbon alice,Trochilidae,Apodiformes
Chlorostilbon assimilis,Trochilidae,Apodiformes
Chlorostilbon auriceps,Trochilidae,Apodiformes
Chlorostilbon canivetii,Trochilidae,Apodiformes
Chlorostilbon forficatus,Trochilidae,Apodiformes
Chlorostilbon gibsoni,Trochilidae,Apodiformes
Chlorostilbon lucidus,Trochilidae,Apodiformes
Chlorostilbon maugaeus,Trochilidae,Apodiformes
Chlorostilbon melanorhynchus,Trochilidae,Apodiformes
Chlorostilbon mellisugus,Trochilidae,Apodiformes
Chlorostilbon olivaresi,Trochilidae,Apodiformes
Chlorostilbon poortmani,Trochilidae,Apodiformes
Chlorostilbon ricordii,Trochilidae,Apodiformes
Chlorostilbon russatus,Trochilidae,Apodiformes
Chlorostilbon stenurus,Trochilidae,Apodiformes
Chlorostilbon swainsonii,Trochilidae,Apodiformes
Chrysolampis mosquitus,Trochilidae,Apodiformes
Chrysuronia oenone,Trochilidae,Apodiformes
Clytolaema rubricauda,Trochilidae,Apodiformes
Coeligena bonapartei,Trochilidae,Apodiformes
Coeligena coeligena,Trochilidae,Apodiformes
Coeligena helianthea,Trochilidae,Apodiformes
Coeligena iris,Trochilidae,Apodiformes
Coeligena lutetiae,Trochilidae,Apodiformes
Coeligena orina,Trochilidae,Apodiformes
Coeligena phalerata,Trochilidae,Apodiformes
Coeligena prunellei,Trochilidae,Apodiformes
Coeligena torquata,Trochilidae,Apodiformes
Coeligena violifer,Trochilidae,Apodiformes
Coeligena wilsoni,Trochilidae,Apodiformes
Colibri coruscans,Trochilidae,Apodiformes
Colibri delphinae,Trochilidae,Apodiformes
Colibri serrirostris,Trochilidae,Apodiformes
Colibri thalassinus,Trochilidae,Apodiformes
Cyanophaia bicolor,Trochilidae,Apodiformes
Cynanthus latirostris,Trochilidae,Apodiformes
Cynanthus sordidus,Trochilidae,Apodiformes
Damophila julie,Trochilidae,Apodiformes
Discosura conversii,Trochilidae,Apodiformes
Discosura langsdorffi,Trochilidae,Apodiformes
Discosura letitiae,Trochilidae,Apodiformes
Discosura longicaudus,Trochilidae,Apodiformes
Discosura popelairii,Trochilidae,Apodiformes
Doricha eliza,Trochilidae,Apodiformes
Doricha enicura,Trochilidae,Apodiformes
Doryfera johannae,Trochilidae,Apodiformes
Doryfera ludovicae,Trochilidae,Apodiformes
Elvira chionura,Trochilidae,Apodiformes
Elvira cupreiceps,Trochilidae,Apodiformes
Ensifera ensifera,Trochilidae,Apodiformes
Eriocnemis alinae,Trochilidae,Apodiformes
Eriocnemis cupreoventris,Trochilidae,Apodiformes
Eriocnemis derbyi,Trochilidae,Apodiformes
Eriocnemis glaucopoides,Trochilidae,Apodiformes
Eriocnemis godini,Trochilidae,Apodiformes
Eriocnemis isabellae,Trochilidae,Apodiformes
Eriocnemis luciani,Trochilidae,Apodiformes
Eriocnemis mirabilis,Trochilidae,Apodiformes
Eriocnemis mosquera,Trochilidae,Apodiformes
Eriocnemis nigrivestis,Trochilidae,Apodiformes
Eriocnemis vestita,Trochilidae,Apodiformes
Eugenes fulgens,Trochilidae,Apodiformes
Eulampis holosericeus,Trochilidae,Apodiformes
Eulampis jugularis,Trochilidae,Apodiformes
Eulidia yarrellii,Trochilidae,Apodiformes
Eupetomena macroura,Trochilidae,Apodiformes
Eupherusa cyanophrys,Trochilidae,Apodiformes
Eupherusa eximia,Trochilidae,Apodiformes
Eupherusa nigriventris,Trochilidae,Apodiformes
Eupherusa poliocerca,Trochilidae,Apodiformes
Eutoxeres aquila,Trochilidae,Apodiformes
Eutoxeres condamini,Trochilidae,Apodiformes
Florisuga fusca,Trochilidae,Apodiformes
Florisuga mellivora,Trochilidae,Apodiformes
Glaucis aeneus,Trochilidae,Apodiformes
Glaucis dohrnii,Trochilidae,Apodiformes
Glaucis hirsutus,Trochilidae,Apodiformes
Goethalsia bella,Trochilidae,Apodiformes
Goldmania violiceps,Trochilidae,Apodiformes
Haplophaedia assimilis,Trochilidae,Apodiformes
Haplophaedia aureliae,Trochilidae,Apodiformes
Haplophaedia lugens,Trochilidae,Apodiformes
Heliactin bilophus,Trochilidae,Apodiformes
Heliangelus amethysticollis,Trochilidae,Apodiformes
Heliangelus exortis,Trochilidae,Apodiformes
Heliangelus mavors,Trochilidae,Apodiformes
Heliangelus micraster,Trochilidae,Apodiformes
Heliangelus regalis,Trochilidae,Apodiformes
Heliangelus strophianus,Trochilidae,Apodiformes
Heliangelus viola,Trochilidae,Apodiformes
Heliodoxa aurescens,Trochilidae,Apodiformes
Heliodoxa branickii,Trochilidae,Apodiformes
Heliodoxa gularis,Trochilidae,Apodiformes
Heliodoxa imperatrix,Trochilidae,Apodiformes
Heliodoxa jacula,Trochilidae,Apodiformes
Heliodoxa leadbeateri,Trochilidae,Apodiformes
Heliodoxa rubinoides,Trochilidae,Apodiformes
Heliodoxa schreibersii,Trochilidae,Apodiformes
Heliodoxa xanthogonys,Trochilidae,Apodiformes
Heliomaster constantii,Trochilidae,Apodiformes
Heliomaster furcifer,Trochilidae,Apodiformes
Heliomaster longirostris,Trochilidae,Apodiformes
Heliomaster squamosus,Trochilidae,Apodiformes
Heliothryx auritus,Trochilidae,Apodiformes
Heliothryx barroti,Trochilidae,Apodiformes
Hylocharis chrysura,Trochilidae,Apodiformes
Hylocharis cyanus,Trochilidae,Apodiformes
Hylocharis eliciae,Trochilidae,Apodiformes
Hylocharis grayi,Trochilidae,Apodiformes
Hylocharis humboldtii,Trochilidae,Apodiformes
Hylocharis leucotis,Trochilidae,Apodiformes
Hylocharis sapphirina,Trochilidae,Apodiformes
Hylocharis xantusii,Trochilidae,Apodiformes
Hylonympha macrocerca,Trochilidae,Apodiformes
Klais guimeti,Trochilidae,Apodiformes
Lafresnaya lafresnayi,Trochilidae,Apodiformes
Lampornis amethystinus,Trochilidae,Apodiformes
Lampornis calolaemus,Trochilidae,Apodiformes
Lampornis castaneoventris,Trochilidae,Apodiformes
Lampornis clemenciae,Trochilidae,Apodiformes
Lampornis hemileucus,Trochilidae,Apodiformes
Lampornis sybillae,Trochilidae,Apodiformes
Lampornis viridipallens,Trochilidae,Apodiformes
Lamprolaima rhami,Trochilidae,Apodiformes
Lepidopyga coeruleogularis,Trochilidae,Apodiformes
Lepidopyga goudoti,Trochilidae,Apodiformes
Lepidopyga lilliae,Trochilidae,Apodiformes
Lesbia nuna,Trochilidae,Apodiformes
Lesbia victoriae,Trochilidae,Apodiformes
Leucippus baeri,Trochilidae,Apodiformes
Leucippus chlorocercus,Trochilidae,Apodiformes
Leucippus fallax,Trochilidae,Apodiformes
Leucippus taczanowskii,Trochilidae,Apodiformes
Leucochloris albicollis,Trochilidae,Apodiformes
Loddigesia mirabilis,Trochilidae,Apodiformes
Lophornis adorabilis,Trochilidae,Apodiformes
Lophornis brachylophus,Trochilidae,Apodiformes
Lophornis chalybeus,Trochilidae,Apodiformes
Lophornis delattrei,Trochilidae,Apodiformes
Lophornis gouldii,Trochilidae,Apodiformes
Lophornis helenae,Trochilidae,Apodiformes
Lophornis magnificus,Trochilidae,Apodiformes
Lophornis ornatus,Trochilidae,Apodiformes
Lophornis pavoninus,Trochilidae,Apodiformes
Lophornis stictolophus,Trochilidae,Apodiformes
Mellisuga helenae,Trochilidae,Apodiformes
Mellisuga minima,Trochilidae,Apodiformes
Metallura aeneocauda,Trochilidae,Apodiformes
Metallura baroni,Trochilidae,Apodiformes
Metallura eupogon,Trochilidae,Apodiformes
Metallura iracunda,Trochilidae,Apodiformes
Metallura odomae,Trochilidae,Apodiformes
Metallura phoebe,Trochilidae,Apodiformes
Metallura theresiae,Trochilidae,Apodiformes
Metallura tyrianthina,Trochilidae,Apodiformes
Metallura williami,Trochilidae,Apodiformes
Microchera albocoronata,Trochilidae,Apodiformes
Microstilbon burmeisteri,Trochilidae,Apodiformes
Myrmia micrura,Trochilidae,Apodiformes
Myrtis fanny,Trochilidae,Apodiformes
Ocreatus underwoodii,Trochilidae,Apodiformes
Opisthoprora euryptera,Trochilidae,Apodiformes
Oreonympha nobilis,Trochilidae,Apodiformes
Oreotrochilus adela,Trochilidae,Apodiformes
Oreotrochilus chimborazo,Trochilidae,Apodiformes
Oreotrochilus estella,Trochilidae,Apodiformes
Oreotrochilus leucopleurus,Trochilidae,Apodiformes
Oreotrochilus melanogaster,Trochilidae,Apodiformes
Orthorhyncus cristatus,Trochilidae,Apodiformes
Oxypogon guerinii,Trochilidae,Apodiformes
Panterpe insignis,Trochilidae,Apodiformes
Patagona gigas,Trochilidae,Apodiformes
Phaeochroa cuvierii,Trochilidae,Apodiformes
Phaethornis anthophilus,Trochilidae,Apodiformes
Phaethornis atrimentalis,Trochilidae,Apodiformes
Phaethornis augusti,Trochilidae,Apodiformes
Phaethornis bourcieri,Trochilidae,Apodiformes
Phaethornis eurynome,Trochilidae,Apodiformes
Phaethornis griseogularis,Trochilidae,Apodiformes
Phaethornis guy,Trochilidae,Apodiformes
Phaethornis hispidus,Trochilidae,Apodiformes
Phaethornis idaliae,Trochilidae,Apodiformes
Phaethornis koepckeae,Trochilidae,Apodiformes
Phaethornis longirostris,Trochilidae,Apodiformes
Phaethornis longuemareus,Trochilidae,Apodiformes
Phaethornis malaris,Trochilidae,Apodiformes
Phaethornis nattereri,Trochilidae,Apodiformes
Phaethornis philippii,Trochilidae,Apodiformes
Phaethornis pretrei,Trochilidae,Apodiformes
Phaethornis ruber,Trochilidae,Apodiformes
Phaethornis rupurumii,Trochilidae,Apodiformes
Phaethornis squalidus,Trochilidae,Apodiformes
Phaethornis striigularis,Trochilidae,Apodiformes
Phaethornis stuarti,Trochilidae,Apodiformes
Phaethornis subochraceus,Trochilidae,Apodiformes
Phaethornis superciliosus,Trochilidae,Apodiformes
Phaethornis syrmatophorus,Trochilidae,Apodiformes
Phaethornis yaruqui,Trochilidae,Apodiformes
Phlogophilus harterti,Trochilidae,Apodiformes
Phlogophilus hemileucurus,Trochilidae,Apodiformes
Polyonymus caroli,Trochilidae,Apodiformes
Polytmus guainumbi,Trochilidae,Apodiformes
Polytmus milleri,Trochilidae,Apodiformes
Polytmus theresiae,Trochilidae,Apodiformes
Pterophanes cyanopterus,Trochilidae,Apodiformes
Ramphodon naevius,Trochilidae,Apodiformes
Ramphomicron dorsale,Trochilidae,Apodiformes
Ramphomicron microrhynchum,Trochilidae,Apodiformes
Rhodopis vesper,Trochilidae,Apodiformes
Sappho sparganura,Trochilidae,Apodiformes
Schistes geoffroyi,Trochilidae,Apodiformes
Selasphorus ardens,Trochilidae,Apodiformes
Selasphorus flammula,Trochilidae,Apodiformes
Selasphorus platycercus,Trochilidae,Apodiformes
Selasphorus rufus,Trochilidae,Apodiformes
Selasphorus sasin,Trochilidae,Apodiformes
Selasphorus scintilla,Trochilidae,Apodiformes
Sephanoides fernandensis,Trochilidae,Apodiformes
Sephanoides sephaniodes,Trochilidae,Apodiformes
Stellula calliope,Trochilidae,Apodiformes
Stephanoxis lalandi,Trochilidae,Apodiformes
Sternoclyta cyanopectus,Trochilidae,Apodiformes
Taphrolesbia griseiventris,Trochilidae,Apodiformes
Taphrospilus hypostictus,Trochilidae,Apodiformes
Thalurania colombica,Trochilidae,Apodiformes
Thalurania fannyi,Trochilidae,Apodiformes
Thalurania furcata,Trochilidae,Apodiformes
Thalurania glaucopis,Trochilidae,Apodiformes
Thalurania ridgwayi,Trochilidae,Apodiformes
Thalurania watertonii,Trochilidae,Apodiformes
Thaumastura cora,Trochilidae,Apodiformes
Threnetes leucurus,Trochilidae,Apodiformes
Threnetes niger,Trochilidae,Apodiformes
Threnetes ruckeri,Trochilidae,Apodiformes
Tilmatura dupontii,Trochilidae,Apodiformes
Topaza pella,Trochilidae,Apodiformes
Topaza pyra,Trochilidae,Apodiformes
Trochilus polytmus,Trochilidae,Apodiformes
Trochilus scitulus,Trochilidae,Apodiformes
Urochroa bougueri,Trochilidae,Apodiformes
Urosticte benjamini,Trochilidae,Apodiformes
Urosticte ruficrissa,Trochilidae,Apodiformes
Apteryx australis,Apterygidae,Apterygiformes
Apteryx haastii,Apterygidae,Apterygiformes
Apteryx mantelli,Apterygidae,Apterygiformes
Apteryx owenii,Apterygidae,Apterygiformes
Aceros cassidix,Bucerotidae,Bucerotiformes
Aceros comatus,Bucerotidae,Bucerotiformes
Aceros corrugatus,Bucerotidae,Bucerotiformes
Aceros everetti,Bucerotidae,Bucerotiformes
Aceros leucocephalus,Bucerotidae,Bucerotiformes
Aceros narcondami,Bucerotidae,Bucerotiformes
Aceros nipalensis,Bucerotidae,Bucerotiformes
Aceros plicatus,Bucerotidae,Bucerotiformes
Aceros subruficollis,Bucerotidae,Bucerotiformes
Aceros undulatus,Bucerotidae,Bucerotiformes
Aceros waldeni,Bucerotidae,Bucerotiformes
Anorrhinus austeni,Bucerotidae,Bucerotiformes
Anorrhinus galeritus,Bucerotidae,Bucerotiformes
Anorrhinus tickelli,Bucerotidae,Bucerotiformes
Anthracoceros albirostris,Bucerotidae,Bucerotiformes
Anthracoceros coronatus,Bucerotidae,Bucerotiformes
Anthracoceros malayanus,Bucerotidae,Bucerotiformes
Anthracoceros marchei,Bucerotidae,Bucerotiformes
Anthracoceros montani,Bucerotidae,Bucerotiformes
Buceros bicornis,Bucerotidae,Bucerotiformes
Buceros hydrocorax,Bucerotidae,Bucerotiformes
Buceros rhinoceros,Bucerotidae,Bucerotiformes
Bycanistes albotibialis,Bucerotidae,Bucerotiformes
Bycanistes brevis,Bucerotidae,Bucerotiformes
Bycanistes bucinator,Bucerotidae,Bucerotiformes
Bycanistes cylindricus,Bucerotidae,Bucerotiformes
Bycanistes fistulator,Bucerotidae,Bucerotiformes
Bycanistes subcylindricus,Bucerotidae,Bucerotiformes
Ceratogymna atrata,Bucerotidae,Bucerotiformes
Ceratogymna elata,Bucerotidae,Bucerotiformes
Ocyceros birostris,Bucerotidae,Bucerotiformes
Ocyceros gingalensis,Bucerotidae,Bucerotiformes
Ocyceros griseus,Bucerotidae,Bucerotiformes
Penelopides affinis,Bucerotidae,Bucerotiformes
Penelopides exarhatus,Bucerotidae,Bucerotiformes
Penelopides manillae,Bucerotidae,Bucerotiformes
Penelopides mindorensis,Bucerotidae,Bucerotiformes
Penelopides panini,Bucerotidae,Bucerotiformes
Penelopides samarensis,Bucerotidae,Bucerotiformes
Rhinoplax vigil,Bucerotidae,Bucerotiformes
Tockus alboterminatus,Bucerotidae,Bucerotiformes
Tockus bradfieldi,Bucerotidae,Bucerotiformes
Tockus camurus,Bucerotidae,Bucerotiformes
Tockus deckeni,Bucerotidae,Bucerotiformes
Tockus erythrorhynchus,Bucerotidae,Bucerotiformes
Tockus fasciatus,Bucerotidae,Bucerotiformes
Tockus flavirostris,Bucerotidae,Bucerotiformes
Tockus hartlaubi,Bucerotidae,Bucerotiformes
Tockus hemprichii,Bucerotidae,Bucerotiformes
Tockus jacksoni,Bucerotidae,Bucerotiformes
Tockus leucomelas,Bucerotidae,Bucerotiformes
Tockus monteiri,Bucerotidae,Bucerotiformes
Tockus nasutus,Bucerotidae,Bucerotiformes
Tockus pallidirostris,Bucerotidae,Bucerotiformes
Tropicranus albocristatus,Bucerotidae,Bucerotiformes
Bucorvus abyssinicus,Bucorvidae,Bucerotiformes
Bucorvus cafer,Bucorvidae,Bucerotiformes
Phoeniculus bollei,Phoeniculidae,Bucerotiformes
Phoeniculus castaneiceps,Phoeniculidae,Bucerotiformes
Phoeniculus damarensis,Phoeniculidae,Bucerotiformes
Phoeniculus purpureus,Phoeniculidae,Bucerotiformes
Phoeniculus somaliensis,Phoeniculidae,Bucerotiformes
Rhinopomastus aterrimus,Phoeniculidae,Bucerotiformes
Rhinopomastus cyanomelas,Phoeniculidae,Bucerotiformes
Rhinopomastus minor,Phoeniculidae,Bucerotiformes
Upupa epops,Upupidae,Bucerotiformes
Caprimulgus aegyptius,Caprimulgidae,Caprimulgiformes
Caprimulgus affinis,Caprimulgidae,Caprimulgiformes
Caprimulgus anthonyi,Caprimulgidae,Caprimulgiformes
Caprimulgus asiaticus,Caprimulgidae,Caprimulgiformes
Caprimulgus atripennis,Caprimulgidae,Caprimulgiformes
Caprimulgus badius,Caprimulgidae,Caprimulgiformes
Caprimulgus batesi,Caprimulgidae,Caprimulgiformes
Caprimulgus binotatus,Caprimulgidae,Caprimulgiformes
Caprimulgus carolinensis,Caprimulgidae,Caprimulgiformes
Caprimulgus cayennensis,Caprimulgidae,Caprimulgiformes
Caprimulgus celebensis,Caprimulgidae,Caprimulgiformes
Caprimulgus centralasicus,Caprimulgidae,Caprimulgiformes
Caprimulgus clarus,Caprimulgidae,Caprimulgiformes
Caprimulgus climacurus,Caprimulgidae,Caprimulgiformes
Caprimulgus concretus,Caprimulgidae,Caprimulgiformes
Caprimulgus cubanensis,Caprimulgidae,Caprimulgiformes
Caprimulgus donaldsoni,Caprimulgidae,Caprimulgiformes
Caprimulgus ekmani,Caprimulgidae,Caprimulgiformes
Caprimulgus enarratus,Caprimulgidae,Caprimulgiformes
Caprimulgus europaeus,Caprimulgidae,Caprimulgiformes
Caprimulgus eximius,Caprimulgidae,Caprimulgiformes
Caprimulgus fossii,Caprimulgidae,Caprimulgiformes
Caprimulgus fraenatus,Caprimulgidae,Caprimulgiformes
Caprimulgus heterurus,Caprimulgidae,Caprimulgiformes
Caprimulgus hirundinaceus,Caprimulgidae,Caprimulgiformes
Caprimulgus indicus,Caprimulgidae,Caprimulgiformes
Caprimulgus inornatus,Caprimulgidae,Caprimulgiformes
Caprimulgus longirostris,Caprimulgidae,Caprimulgiformes
Caprimulgus macrurus,Caprimulgidae,Caprimulgiformes
Caprimulgus maculicaudus,Caprimulgidae,Caprimulgiformes
Caprimulgus maculosus,Caprimulgidae,Caprimulgiformes
Caprimulgus madagascariensis,Caprimulgidae,Caprimulgiformes
Caprimulgus mahrattensis,Caprimulgidae,Caprimulgiformes
Caprimulgus manillensis,Caprimulgidae,Caprimulgiformes
Caprimulgus meesi,Caprimulgidae,Caprimulgiformes
Caprimulgus natalensis,Caprimulgidae,Caprimulgiformes
Caprimulgus nigrescens,Caprimulgidae,Caprimulgiformes
Caprimulgus nigriscapularis,Caprimulgidae,Caprimulgiformes
Caprimulgus noctitherus,Caprimulgidae,Caprimulgiformes
Caprimulgus nubicus,Caprimulgidae,Caprimulgiformes
Caprimulgus parvulus,Caprimulgidae,Caprimulgiformes
Caprimulgus pectoralis,Caprimulgidae,Caprimulgiformes
Caprimulgus poliocephalus,Caprimulgidae,Caprimulgiformes
Caprimulgus prigoginei,Caprimulgidae,Caprimulgiformes
Caprimulgus pulchellus,Caprimulgidae,Caprimulgiformes
Caprimulgus ridgwayi,Caprimulgidae,Caprimulgiformes
Caprimulgus ruficollis,Caprimulgidae,Caprimulgiformes
